rank,enumeration_date,years_open,type,practice_name,specialty,address,city,state,zip,phone,check_meta_ads,check_google_ads,npi
907,2006-08-08,19.8,Individual,ARUNABHA GANGULY,Endocrinology,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-974-4115,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARUNABHA%20GANGULY,https://adstransparency.google.com/?region=US&query=ARUNABHA%20GANGULY,1336159169
908,2006-08-07,19.8,Individual,ROSSITZA CHICHKOVA,Psychiatry,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-974-4115,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROSSITZA%20CHICHKOVA,https://adstransparency.google.com/?region=US&query=ROSSITZA%20CHICHKOVA,1235148263
909,2006-08-05,19.8,Individual,MARIA GIERON-KORTHALS,Psychiatry,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-259-8717,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARIA%20GIERON-KORTHALS,https://adstransparency.google.com/?region=US&query=MARIA%20GIERON-KORTHALS,1609885276
910,2006-08-04,19.8,Individual,PATRICK BRADY,Gastroenterology,13330 USF LAUREL DR,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PATRICK%20BRADY,https://adstransparency.google.com/?region=US&query=PATRICK%20BRADY,1518975788
911,2006-08-04,19.8,Individual,JOHN CHANG,Gastroenterology,11912 SHELDON RD,TAMPA,FL,33626,813-920-8882,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOHN%20CHANG,https://adstransparency.google.com/?region=US&query=JOHN%20CHANG,1780692517
912,2006-08-03,19.8,Individual,MICHAEL CASCIO,Primary Care,SC HOUSE CALLS INC.,COLUMBIA,SC,29203,800-491-0909,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MICHAEL%20CASCIO,https://adstransparency.google.com/?region=US&query=MICHAEL%20CASCIO,1275541799
913,2006-08-03,19.8,Individual,JENNIFER BICKEL,Psychiatry,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JENNIFER%20BICKEL,https://adstransparency.google.com/?region=US&query=JENNIFER%20BICKEL,1174531768
914,2006-08-02,19.8,Individual,MANOHAR APTE,Primary Care,17215 BROADOAK DR,TAMPA,FL,33647,813-972-9161,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MANOHAR%20APTE,https://adstransparency.google.com/?region=US&query=MANOHAR%20APTE,1710994595
915,2006-08-02,19.8,Individual,MAHER AYOUBI,Primary Care,2727 W DR MARTIN LUTHER KING JR BLVD STE 300,TAMPA,FL,33607,813-932-6106,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MAHER%20AYOUBI,https://adstransparency.google.com/?region=US&query=MAHER%20AYOUBI,1215944939
916,2006-08-01,19.8,Individual,ROBERTO MEDINA,Cardiology,14320 BRUCE B DOWNS BLVD,TAMPA,FL,33613,813-971-4544,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROBERTO%20MEDINA,https://adstransparency.google.com/?region=US&query=ROBERTO%20MEDINA,1588671994
917,2006-07-31,19.8,Individual,ROBERT WENHAM,OB-GYN,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-5739,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROBERT%20WENHAM,https://adstransparency.google.com/?region=US&query=ROBERT%20WENHAM,1295740645
918,2006-07-28,19.8,Org,UNIVERSITY MEDICAL SERVICE ASSOCIATION INC,Endocrinology,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=UNIVERSITY%20MEDICAL%20SERVICE%20ASSOCIATION%20INC,https://adstransparency.google.com/?region=US&query=UNIVERSITY%20MEDICAL%20SERVICE%20ASSOCIATION%20INC,1114931094
919,2006-07-28,19.8,Individual,JAMES BARKER,Primary Care,13124 N FLORIDA AV,TAMPA,FL,33612,813-932-5389,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JAMES%20BARKER,https://adstransparency.google.com/?region=US&query=JAMES%20BARKER,1437163896
920,2006-07-27,19.8,Individual,LUIS PENA,Gastroenterology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7365,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LUIS%20PENA,https://adstransparency.google.com/?region=US&query=LUIS%20PENA,1831113398
921,2006-07-26,19.8,Individual,MANUEL AGUSTINES,Primary Care,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MANUEL%20AGUSTINES,https://adstransparency.google.com/?region=US&query=MANUEL%20AGUSTINES,1366465700
922,2006-07-26,19.8,Individual,MARIA ATKINSON,Primary Care,1328 SE 25TH LOOP STE 102,OCALA,FL,34471,352-529-1111,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARIA%20ATKINSON,https://adstransparency.google.com/?region=US&query=MARIA%20ATKINSON,1538182787
923,2006-07-26,19.8,Individual,CELSO SILVA FILHO,OB-GYN,5016 W CYPRESS ST STE 302,TAMPA,FL,33607,813-906-2285,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CELSO%20SILVA%20FILHO,https://adstransparency.google.com/?region=US&query=CELSO%20SILVA%20FILHO,1942224027
924,2006-07-26,19.8,Individual,CHARLES BROCK,Psychiatry,13330 USF LAUREL DR,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHARLES%20BROCK,https://adstransparency.google.com/?region=US&query=CHARLES%20BROCK,1871516021
925,2006-07-26,19.8,Individual,CHERYL CARLUCCI,Psychiatry,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-974-4115,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHERYL%20CARLUCCI,https://adstransparency.google.com/?region=US&query=CHERYL%20CARLUCCI,1356364517
926,2006-07-25,19.8,Org,UNIVERSITY MEDICAL SERVICE ASSOCIATION INC,OB-GYN,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-259-8500,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=UNIVERSITY%20MEDICAL%20SERVICE%20ASSOCIATION%20INC,https://adstransparency.google.com/?region=US&query=UNIVERSITY%20MEDICAL%20SERVICE%20ASSOCIATION%20INC,1760404784
927,2006-07-25,19.8,Individual,PHILIP ALTUS,Primary Care,2301 S LILA LN,TAMPA,FL,33629,813-251-0315,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PHILIP%20ALTUS,https://adstransparency.google.com/?region=US&query=PHILIP%20ALTUS,1811910557
928,2006-07-25,19.8,Individual,AMIR AWAD,Gastroenterology,11912 SHELDON RD,TAMPA,FL,33626,813-920-8882,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMIR%20AWAD,https://adstransparency.google.com/?region=US&query=AMIR%20AWAD,1336162916
929,2006-07-25,19.8,Individual,WILLIAM ROBERTS,OB-GYN,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=WILLIAM%20ROBERTS,https://adstransparency.google.com/?region=US&query=WILLIAM%20ROBERTS,1053334532
930,2006-07-24,19.8,Individual,ANA BUCARELLI,Primary Care,8011 N HIMES AVE STE 4,TAMPA,FL,33614,813-488-1414,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANA%20BUCARELLI,https://adstransparency.google.com/?region=US&query=ANA%20BUCARELLI,1700808201
931,2006-07-23,19.8,Org,ALFONSO H SAA MD PA NEW CORP,Psychiatry,4620 N. HABANA AVE.,TAMPA,FL,33614,813-875-8550,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALFONSO%20H%20SAA%20MD%20PA%20NEW%20CORP,https://adstransparency.google.com/?region=US&query=ALFONSO%20H%20SAA%20MD%20PA%20NEW%20CORP,1700808698
932,2006-07-22,19.8,Individual,ASHOK AVAIYA,Primary Care,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASHOK%20AVAIYA,https://adstransparency.google.com/?region=US&query=ASHOK%20AVAIYA,1851312110
933,2006-07-21,19.8,Individual,HOWARD LILIENFELD,Endocrinology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HOWARD%20LILIENFELD,https://adstransparency.google.com/?region=US&query=HOWARD%20LILIENFELD,1568483162
934,2006-07-21,19.8,Individual,GARY ARTHUR,Psychiatry,722 WEST DR MARTIN LUTHER KING BLVD,TAMPA,FL,33603,813-221-8122,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GARY%20ARTHUR,https://adstransparency.google.com/?region=US&query=GARY%20ARTHUR,1174544720
935,2006-07-20,19.8,Individual,KAREN CLARK,Primary Care,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KAREN%20CLARK,https://adstransparency.google.com/?region=US&query=KAREN%20CLARK,1508886797
936,2006-07-20,19.8,Individual,JASON KLAPMAN,Gastroenterology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JASON%20KLAPMAN,https://adstransparency.google.com/?region=US&query=JASON%20KLAPMAN,1003836396
937,2006-07-20,19.8,Individual,JONATHAN LANCASTER,OB-GYN,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JONATHAN%20LANCASTER,https://adstransparency.google.com/?region=US&query=JONATHAN%20LANCASTER,1699795567
938,2006-07-19,19.8,Individual,JOAN CARTER,Primary Care,"13000 BRUCE B, DOWNS BOULEVARD",TAMPA,FL,33612,813-998-8000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOAN%20CARTER,https://adstransparency.google.com/?region=US&query=JOAN%20CARTER,1760401715
939,2006-07-19,19.8,Individual,ARTHUR LABOVITZ,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-259-0600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARTHUR%20LABOVITZ,https://adstransparency.google.com/?region=US&query=ARTHUR%20LABOVITZ,1477572535
940,2006-07-19,19.8,Individual,SHAHID MALIK,Cardiology,733 CORTARO DR,RUSKIN,FL,33573,813-633-9700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHAHID%20MALIK,https://adstransparency.google.com/?region=US&query=SHAHID%20MALIK,1306866058
941,2006-07-19,19.8,Individual,GERALD DOMINGUEZ,Gastroenterology,4710 N HABANA AVE STE 201,TAMPA,FL,33614,813-872-7987,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GERALD%20DOMINGUEZ,https://adstransparency.google.com/?region=US&query=GERALD%20DOMINGUEZ,1285653022
942,2006-07-18,19.9,Individual,SAJI KOSHY,Endocrinology,13901 BRUCE B DOWNS BLVD,TAMPA,FL,33613,813-615-7262,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SAJI%20KOSHY,https://adstransparency.google.com/?region=US&query=SAJI%20KOSHY,1982623286
943,2006-07-18,19.9,Individual,JOHN DELGADO,Gastroenterology,2919 W SWANN AVE STE 106,TAMPA,FL,33609,813-930-2829,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOHN%20DELGADO,https://adstransparency.google.com/?region=US&query=JOHN%20DELGADO,1366460958
944,2006-07-18,19.9,Individual,WILLIAM DUDNEY,Psychiatry,205 S MACDILL AVE,TAMPA,FL,33609,813-873-2036,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=WILLIAM%20DUDNEY,https://adstransparency.google.com/?region=US&query=WILLIAM%20DUDNEY,1922026863
945,2006-07-17,19.9,Individual,ROBERT HENNING,Cardiology,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROBERT%20HENNING,https://adstransparency.google.com/?region=US&query=ROBERT%20HENNING,1124046206
946,2006-07-16,19.9,Org,FLORIDA CARDIOVASCULAR INSTITUTE PA,Cardiology,509 S ARMENIA AVE,TAMPA,FL,33609,813-353-1515,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FLORIDA%20CARDIOVASCULAR%20INSTITUTE%20PA,https://adstransparency.google.com/?region=US&query=FLORIDA%20CARDIOVASCULAR%20INSTITUTE%20PA,1447277322
947,2006-07-16,19.9,Individual,YESHITILA AGZEW,Primary Care,19947 TAMIAMI AVE,TAMPA,FL,33647,813-716-6959,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=YESHITILA%20AGZEW,https://adstransparency.google.com/?region=US&query=YESHITILA%20AGZEW,1801813829
948,2006-07-15,19.9,Org,KARON R LOCICERO MD PA,Endocrinology,2605 W SWANN AVE,TAMPA,FL,33609,813-876-7073,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KARON%20R%20LOCICERO%20MD%20PA,https://adstransparency.google.com/?region=US&query=KARON%20R%20LOCICERO%20MD%20PA,1326064890
949,2006-07-15,19.9,Individual,CURTIS ADOLPHSON,Primary Care,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-259-0655,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CURTIS%20ADOLPHSON,https://adstransparency.google.com/?region=US&query=CURTIS%20ADOLPHSON,1720004104
950,2006-07-14,19.9,Individual,JAMES HELM,Gastroenterology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-3980,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JAMES%20HELM,https://adstransparency.google.com/?region=US&query=JAMES%20HELM,1972529642
951,2006-07-14,19.9,Individual,GABRIEL DE ERAUSQUIN,Psychiatry,8300 FLOYD CURL DR,SAN ANTONIO,TX,78229,210-450-9700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GABRIEL%20DE%20ERAUSQUIN,https://adstransparency.google.com/?region=US&query=GABRIEL%20DE%20ERAUSQUIN,1831115138
952,2006-07-13,19.9,Org,BERLAND AND MCCONNELL MDS PA,Primary Care,11663 COUNTRYWAY BLVD,TAMPA,FL,33626,813-891-6310,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BERLAND%20AND%20MCCONNELL%20MDS%20PA,https://adstransparency.google.com/?region=US&query=BERLAND%20AND%20MCCONNELL%20MDS%20PA,1780609255
953,2006-07-13,19.9,Individual,EDUARDO PASCUAL,Cardiology,3000 MEDICAL PARK DR STE 300,TAMPA,FL,33613,813-497-9661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=EDUARDO%20PASCUAL,https://adstransparency.google.com/?region=US&query=EDUARDO%20PASCUAL,1790700417
954,2006-07-13,19.9,Individual,ALAN WEINTRAUB,Gastroenterology,4108 HENDERSON BLVD,TAMPA,FL,33629,813-289-4321,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALAN%20WEINTRAUB,https://adstransparency.google.com/?region=US&query=ALAN%20WEINTRAUB,1780609065
955,2006-07-13,19.9,Individual,SELIM BENBADIS,Psychiatry,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-259-0892,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SELIM%20BENBADIS,https://adstransparency.google.com/?region=US&query=SELIM%20BENBADIS,1710902689
956,2006-07-12,19.9,Individual,ERNESTO AYALA,Primary Care,4500 SAN PABLO RD S,JACKSONVILLE,FL,32224,904-953-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ERNESTO%20AYALA,https://adstransparency.google.com/?region=US&query=ERNESTO%20AYALA,1336164342
957,2006-07-12,19.9,Individual,SARAH KLINE,OB-GYN,13601 BRUCE B DOWNS BLVD,TAMPA,FL,33613,813-632-7070,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SARAH%20KLINE,https://adstransparency.google.com/?region=US&query=SARAH%20KLINE,1073538229
958,2006-07-11,19.9,Individual,RON SHEMESH,OB-GYN,3610 MADACA LN,TAMPA,FL,33618,813-935-2273,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RON%20SHEMESH,https://adstransparency.google.com/?region=US&query=RON%20SHEMESH,1821023763
959,2006-07-11,19.9,Individual,WILLIAM BURGIN,Psychiatry,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-259-8577,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=WILLIAM%20BURGIN,https://adstransparency.google.com/?region=US&query=WILLIAM%20BURGIN,1508891524
960,2006-07-08,19.9,Org,CENTER FOR DIGESTIVE DISEASES PA,Gastroenterology,1609 PASADENA AVE S,ST PETERSBURG,FL,33707,727-384-2016,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CENTER%20FOR%20DIGESTIVE%20DISEASES%20PA,https://adstransparency.google.com/?region=US&query=CENTER%20FOR%20DIGESTIVE%20DISEASES%20PA,1619900248
961,2006-07-07,19.9,Individual,SCOTT ANTONIA,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SCOTT%20ANTONIA,https://adstransparency.google.com/?region=US&query=SCOTT%20ANTONIA,1669404091
962,2006-07-07,19.9,Individual,DARRIN BEAUPRE,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-974-0706,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DARRIN%20BEAUPRE,https://adstransparency.google.com/?region=US&query=DARRIN%20BEAUPRE,1952334823
963,2006-07-06,19.9,Individual,WILLIAM ALBERTS,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=WILLIAM%20ALBERTS,https://adstransparency.google.com/?region=US&query=WILLIAM%20ALBERTS,1124050786
964,2006-07-06,19.9,Individual,MELISSA ALSINA,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7208,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MELISSA%20ALSINA,https://adstransparency.google.com/?region=US&query=MELISSA%20ALSINA,1184656746
965,2006-07-06,19.9,Individual,PRASAD KULKARNI,Gastroenterology,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PRASAD%20KULKARNI,https://adstransparency.google.com/?region=US&query=PRASAD%20KULKARNI,1477585198
966,2006-07-05,19.9,Org,DRS ANGEL MORALES KALTER RAMOS-SANTOS FONTENOT MDS PA,OB-GYN,13601 BRUCE B DOWNS BLVD,TAMPA,FL,33613,813-971-6909,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DRS%20ANGEL%20MORALES%20KALTER%20RAMOS-SANTOS%20FONTENOT%20MDS%20PA,https://adstransparency.google.com/?region=US&query=DRS%20ANGEL%20MORALES%20KALTER%20RAMOS-SANTOS%20FONTENOT%20MDS%20PA,1942231402
967,2006-07-05,19.9,Individual,MARIE BRISTER,Primary Care,12400 N DALE MABRY HWY,TAMPA,FL,33618,813-596-9326,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARIE%20BRISTER,https://adstransparency.google.com/?region=US&query=MARIE%20BRISTER,1811928120
968,2006-07-05,19.9,Individual,MICHAEL BENGTSON,Psychiatry,3515 E FLETCHER AVE,TAMPA,FL,33613,813-974-8900,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MICHAEL%20BENGTSON,https://adstransparency.google.com/?region=US&query=MICHAEL%20BENGTSON,1225069826
969,2006-07-05,19.9,Individual,SAJEEL CHOWDHARY,Psychiatry,2 TAMPA GENERAL CIR FL 3,TAMPA,FL,33606,813-844-7585,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SAJEEL%20CHOWDHARY,https://adstransparency.google.com/?region=US&query=SAJEEL%20CHOWDHARY,1972533685
970,2006-07-04,19.9,Individual,SILVIA ABREU READ,Primary Care,8075 GATE PKWY W STE 302,JACKSONVILLE,FL,32216,904-717-2351,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SILVIA%20ABREU%20READ,https://adstransparency.google.com/?region=US&query=SILVIA%20ABREU%20READ,1871523886
971,2006-07-04,19.9,Individual,SUMAN BHAT,Psychiatry,613 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33603,813-237-1958,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SUMAN%20BHAT,https://adstransparency.google.com/?region=US&query=SUMAN%20BHAT,1144250234
972,2006-07-04,19.9,Individual,MARGARET BOOTH-JONES,Psychiatry,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4630,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARGARET%20BOOTH-JONES,https://adstransparency.google.com/?region=US&query=MARGARET%20BOOTH-JONES,1063442283
973,2006-07-03,19.9,Individual,SAVITHRI BHAMIDIPATI,Primary Care,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-972-2000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SAVITHRI%20BHAMIDIPATI,https://adstransparency.google.com/?region=US&query=SAVITHRI%20BHAMIDIPATI,1508896945
974,2006-07-03,19.9,Individual,LODOVICO BALDUCCI,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-6790,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LODOVICO%20BALDUCCI,https://adstransparency.google.com/?region=US&query=LODOVICO%20BALDUCCI,1720017494
975,2006-07-03,19.9,Individual,MUHANAD MUSTAFA,Gastroenterology,3000 MEDICAL PARK DRIVE,TAMPA,FL,33613,813-615-7028,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MUHANAD%20MUSTAFA,https://adstransparency.google.com/?region=US&query=MUHANAD%20MUSTAFA,1457381022
976,2006-07-01,19.9,Individual,CLAUDIO ANASETTI,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-2720,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CLAUDIO%20ANASETTI,https://adstransparency.google.com/?region=US&query=CLAUDIO%20ANASETTI,1871522995
977,2006-07-01,19.9,Individual,SACHIN APTE,OB-GYN,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7205,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SACHIN%20APTE,https://adstransparency.google.com/?region=US&query=SACHIN%20APTE,1932138070
978,2006-06-30,19.9,Individual,ERIC CORIS,Primary Care,12901 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-974-2918,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ERIC%20CORIS,https://adstransparency.google.com/?region=US&query=ERIC%20CORIS,1114955770
979,2006-06-30,19.9,Individual,JOHN DORMOIS,Cardiology,2835 W. DELEON ST.,TAMPA,FL,33609,813-872-6170,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOHN%20DORMOIS,https://adstransparency.google.com/?region=US&query=JOHN%20DORMOIS,1255360590
980,2006-06-30,19.9,Individual,RAYMOND FERNANDEZ,Psychiatry,2508 W VIRGINIA AVE,TAMPA,FL,33607,813-878-2191,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RAYMOND%20FERNANDEZ,https://adstransparency.google.com/?region=US&query=RAYMOND%20FERNANDEZ,1508895905
981,2006-06-29,19.9,Individual,DURGA CHINTAKAYALA,Primary Care,86 EAST 49 STREET,BROOKLYN,NY,11203,718-604-5402,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DURGA%20CHINTAKAYALA,https://adstransparency.google.com/?region=US&query=DURGA%20CHINTAKAYALA,1083642078
982,2006-06-29,19.9,Individual,GLENN CURRIER,Psychiatry,22 BRAMHALL ST,PORTLAND,ME,04102,207-662-0111,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GLENN%20CURRIER,https://adstransparency.google.com/?region=US&query=GLENN%20CURRIER,1194753012
983,2006-06-28,19.9,Individual,PETER KNIGHT,Cardiology,1 DAVIS BLVD,TAMPA,FL,33606,813-254-2441,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PETER%20KNIGHT,https://adstransparency.google.com/?region=US&query=PETER%20KNIGHT,1306874631
984,2006-06-27,19.9,Individual,LAZARO HERNANDEZ,OB-GYN,2309 W M L KING BLVD,TAMPA,FL,33607,813-879-2778,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LAZARO%20HERNANDEZ,https://adstransparency.google.com/?region=US&query=LAZARO%20HERNANDEZ,1619904562
985,2006-06-25,19.9,Individual,ALEJANDRO CINTAS,Primary Care,6101 WEBB RD STE 301,TAMPA,FL,33615,813-885-3600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALEJANDRO%20CINTAS,https://adstransparency.google.com/?region=US&query=ALEJANDRO%20CINTAS,1427084888
